asset_id,platform_type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],vibration_g_rms,kurtosis,hydraulic_pressure_psi
DEF-01071,Su-30MKI Fighter,293.1,301.3,2699,61.6,187,0.0595,2.89,152
DEF-01072,Arjun Mk-II MBT,304.8,316.8,1123,86.8,30,0.0378,3.05,165
DEF-01073,Arjun Mk-II MBT,301.1,314.0,1565,26.7,104,0.1433,3.61,181
DEF-01074,Su-30MKI Fighter,308.6,320.9,2085,81.0,90,0.0444,3.17,154
DEF-01075,K9 Vajra Howitzer,307.7,318.5,1867,72.0,50,0.0399,2.95,143
DEF-01076,T-90 Bhishma MBT,301.6,310.0,2283,65.5,131,1.1775,6.9,216
DEF-01077,T-90 Bhishma MBT,302.5,311.5,2821,26.9,134,0.134,3.21,166
DEF-01078,Arjun Mk-II MBT,301.8,314.0,1378,77.0,52,0.0513,3.06,148
DEF-01079,Su-30MKI Fighter,303.5,314.2,1750,87.0,149,0.0677,2.9,198
DEF-01080,T-90 Bhishma MBT,310.6,324.8,1831,83.8,189,1.1868,6.76,144
DEF-01081,K9 Vajra Howitzer,307.6,319.6,2227,35.6,240,0.0455,3.24,184
DEF-01082,BMP-2 Sarath ICV,294.3,308.7,1668,36.3,40,0.049,2.81,193
DEF-01083,Arjun Mk-II MBT,300.6,309.2,2415,14.2,126,0.071,3.03,200
DEF-01084,Su-30MKI Fighter,293.3,302.9,1565,51.9,56,0.0468,2.87,159
DEF-01085,T-90 Bhishma MBT,293.9,305.7,1136,22.3,92,0.7263,5.4,153
DEF-01086,BMP-2 Sarath ICV,297.1,307.8,1153,56.4,81,0.0332,3.08,175
DEF-01087,Arjun Mk-II MBT,307.1,321.5,1528,51.6,95,0.0646,2.93,200
DEF-01088,T-90 Bhishma MBT,301.1,315.3,1921,26.5,48,1.0439,6.23,214
DEF-01089,Su-30MKI Fighter,293.9,305.2,2136,74.5,212,0.0732,3.39,140
DEF-01090,T-90 Bhishma MBT,300.1,311.2,2383,49.4,223,0.1404,3.09,215
DEF-01091,BMP-2 Sarath ICV,309.7,322.8,1362,52.2,130,0.0463,2.82,186
DEF-01092,T-90 Bhishma MBT,307.5,315.9,2131,67.8,106,0.1376,3.45,189
DEF-01093,BMP-2 Sarath ICV,293.3,302.4,2319,33.5,165,0.0302,3.18,161
DEF-01094,K9 Vajra Howitzer,298.5,310.1,2881,44.8,129,0.0634,3.13,206
DEF-01095,Su-30MKI Fighter,301.4,310.8,1188,47.3,139,0.044,3.29,210
DEF-01096,Arjun Mk-II MBT,300.8,314.5,1212,76.9,68,0.2271,3.85,178
DEF-01097,BMP-2 Sarath ICV,300.4,315.1,2341,65.9,231,0.0591,2.79,189
DEF-01098,BMP-2 Sarath ICV,309.2,320.4,1516,47.7,181,0.0752,3.31,191
DEF-01099,Arjun Mk-II MBT,297.7,308.1,2353,79.5,172,0.8094,5.52,193
DEF-01100,Su-30MKI Fighter,307.0,319.4,1729,27.0,23,0.0655,3.32,214
DEF-01101,Arjun Mk-II MBT,298.5,312.2,2548,85.3,195,1.0785,6.54,141
DEF-01102,BMP-2 Sarath ICV,301.4,314.6,2052,44.5,228,0.059,2.89,219
DEF-01103,K9 Vajra Howitzer,308.9,321.4,2587,14.5,152,0.2277,3.74,171
DEF-01104,BMP-2 Sarath ICV,310.1,322.0,1805,16.8,122,0.0448,3.15,212
DEF-01105,T-90 Bhishma MBT,294.0,307.7,1746,16.6,198,0.055,3.16,181
DEF-01106,Su-30MKI Fighter,299.6,311.2,2835,61.9,213,0.0488,3.22,151
DEF-01107,Arjun Mk-II MBT,308.3,322.7,2800,74.7,99,0.0756,3.03,149
DEF-01108,K9 Vajra Howitzer,303.3,317.8,1357,49.3,69,0.0344,3.01,172
DEF-01109,K9 Vajra Howitzer,301.2,310.2,1614,54.1,215,0.0646,3.27,173
DEF-01110,Su-30MKI Fighter,306.5,321.0,1418,19.7,29,0.1316,3.57,172
DEF-01111,Su-30MKI Fighter,300.4,310.7,2644,62.7,104,0.074,3.12,172
DEF-01112,Su-30MKI Fighter,300.5,310.0,1170,65.7,212,0.0613,3.22,141
DEF-01113,Su-30MKI Fighter,301.7,310.8,1504,37.5,170,0.0375,3.28,167
DEF-01114,Su-30MKI Fighter,298.6,311.5,2887,53.9,220,0.0713,3.02,190
DEF-01115,T-90 Bhishma MBT,302.9,315.2,2730,30.1,77,0.0718,3.42,179
DEF-01116,BMP-2 Sarath ICV,294.4,308.2,1483,19.8,128,0.0626,2.91,176
DEF-01117,T-90 Bhishma MBT,294.3,305.1,2684,35.7,132,0.0766,3.22,168
DEF-01118,BMP-2 Sarath ICV,295.0,307.6,1898,27.3,244,0.1602,3.37,153
DEF-01119,T-90 Bhishma MBT,310.1,322.9,1247,45.7,103,0.0372,3.13,169
DEF-01120,BMP-2 Sarath ICV,310.4,319.4,1959,19.2,37,0.0758,3.0,198
DEF-01121,Su-30MKI Fighter,308.0,320.5,2071,44.1,199,1.1703,6.89,193
DEF-01122,Su-30MKI Fighter,297.8,309.0,1345,87.4,54,0.1337,3.48,171
DEF-01123,T-90 Bhishma MBT,305.2,318.1,2494,16.5,84,0.1412,3.19,173
DEF-01124,Su-30MKI Fighter,308.0,317.9,2172,67.3,70,0.0707,3.32,207
DEF-01125,K9 Vajra Howitzer,301.5,313.4,2323,15.7,106,0.2314,3.88,150
DEF-01126,Su-30MKI Fighter,307.9,317.0,1533,56.4,119,0.1011,3.39,179
DEF-01127,BMP-2 Sarath ICV,297.9,308.4,1616,36.6,156,0.1013,3.23,205
DEF-01128,Su-30MKI Fighter,309.1,323.3,1964,51.5,54,0.0392,3.22,213
DEF-01129,BMP-2 Sarath ICV,294.6,303.5,1345,68.5,195,0.0707,3.07,157
DEF-01130,Su-30MKI Fighter,298.6,311.7,2639,50.7,149,0.0413,3.02,143
DEF-01131,T-90 Bhishma MBT,307.8,317.4,1236,51.5,119,0.1454,3.45,150
DEF-01132,BMP-2 Sarath ICV,309.4,323.7,2347,43.2,196,0.1837,3.24,145
DEF-01133,K9 Vajra Howitzer,303.1,315.2,1413,73.9,166,0.1255,3.07,193
DEF-01134,K9 Vajra Howitzer,293.8,303.7,2674,53.0,167,0.2262,3.54,157
DEF-01135,T-90 Bhishma MBT,297.0,308.5,2021,71.4,68,0.0765,3.37,178
DEF-01136,K9 Vajra Howitzer,293.8,301.9,2607,74.0,147,0.5297,4.76,203
DEF-01137,K9 Vajra Howitzer,293.0,307.0,1621,60.6,171,1.1389,6.34,177
DEF-01138,K9 Vajra Howitzer,309.7,320.4,2167,74.5,217,0.237,3.79,199
DEF-01139,Su-30MKI Fighter,302.2,311.7,2650,29.0,69,0.7644,5.48,151
DEF-01140,Su-30MKI Fighter,305.3,318.2,2328,19.3,90,0.0705,2.96,146
DEF-01141,T-90 Bhishma MBT,306.3,315.4,1174,42.4,158,0.0327,3.25,193
DEF-01142,K9 Vajra Howitzer,306.9,315.1,2317,39.8,44,0.0459,2.78,175
DEF-01143,Arjun Mk-II MBT,305.8,319.8,2143,74.1,17,0.0349,2.99,154
DEF-01144,T-90 Bhishma MBT,303.7,314.3,1626,17.2,40,0.0512,3.08,212
DEF-01145,K9 Vajra Howitzer,294.3,309.2,2031,62.0,176,0.2252,3.46,165
DEF-01146,K9 Vajra Howitzer,300.1,311.2,2431,60.8,43,0.2321,3.69,193
DEF-01147,Su-30MKI Fighter,295.4,306.1,1106,37.4,121,0.0487,3.14,201
DEF-01148,Arjun Mk-II MBT,309.4,323.9,1634,83.5,18,0.0535,3.35,172
DEF-01149,BMP-2 Sarath ICV,298.6,312.2,2122,13.4,185,1.2181,6.75,209
DEF-01150,BMP-2 Sarath ICV,309.5,318.2,1856,66.1,40,0.0498,2.98,183
DEF-01151,T-90 Bhishma MBT,300.1,315.0,1108,33.3,30,0.0594,3.26,182
DEF-01152,Su-30MKI Fighter,309.3,318.2,1519,13.0,96,0.0565,3.1,168
DEF-01153,Su-30MKI Fighter,311.8,320.1,2654,19.5,185,0.0767,2.95,169
DEF-01154,BMP-2 Sarath ICV,302.9,316.6,1647,48.9,135,0.2255,3.54,218
DEF-01155,T-90 Bhishma MBT,301.9,314.3,1872,39.7,7,0.0626,2.91,217
DEF-01156,K9 Vajra Howitzer,299.6,310.1,2117,35.0,222,0.0449,2.9,163
DEF-01157,Su-30MKI Fighter,301.6,314.6,1905,12.9,171,1.0663,6.29,166
DEF-01158,T-90 Bhishma MBT,308.3,317.0,2892,12.2,37,1.2714,6.8,200
DEF-01159,Arjun Mk-II MBT,306.9,319.8,2798,80.8,122,0.1535,3.28,143
DEF-01160,T-90 Bhishma MBT,305.7,319.9,1192,60.8,11,0.0534,3.31,171
DEF-01161,T-90 Bhishma MBT,303.5,315.5,2414,45.5,116,0.0424,2.79,181
DEF-01162,BMP-2 Sarath ICV,297.7,311.6,1594,29.0,72,0.1839,3.25,171
DEF-01163,K9 Vajra Howitzer,294.4,303.6,2362,16.0,78,0.0666,2.92,153
DEF-01164,K9 Vajra Howitzer,295.4,307.2,2240,85.4,115,0.0377,2.92,168
DEF-01165,Arjun Mk-II MBT,303.2,315.7,1218,48.6,207,0.0324,2.96,149
DEF-01166,T-90 Bhishma MBT,306.5,321.1,1460,23.9,184,0.705,5.34,173
DEF-01167,Su-30MKI Fighter,299.3,310.9,1687,81.0,148,0.0469,3.01,141
DEF-01168,T-90 Bhishma MBT,296.5,307.3,1707,31.5,240,0.0564,3.01,143
DEF-01169,T-90 Bhishma MBT,293.3,305.0,1550,52.4,203,0.0603,3.05,213
DEF-01170,BMP-2 Sarath ICV,295.3,308.5,1524,47.3,98,0.0401,3.22,145
DEF-01171,Su-30MKI Fighter,306.9,318.0,1615,79.0,144,0.1646,3.41,214
DEF-01172,K9 Vajra Howitzer,299.4,311.5,2217,24.9,184,0.0377,2.74,200
DEF-01173,K9 Vajra Howitzer,293.0,301.5,1758,56.4,240,0.0629,3.37,215
DEF-01174,T-90 Bhishma MBT,309.7,324.7,1887,69.9,171,0.0746,2.99,184
DEF-01175,K9 Vajra Howitzer,303.5,312.1,1366,36.7,210,0.0715,3.08,153
DEF-01176,K9 Vajra Howitzer,293.8,304.5,2292,53.9,116,0.0499,2.92,177
DEF-01177,T-90 Bhishma MBT,308.3,318.8,2332,81.1,74,0.0321,2.71,178
DEF-01178,BMP-2 Sarath ICV,301.0,313.3,1176,50.8,49,0.6675,4.95,217
DEF-01179,Arjun Mk-II MBT,293.8,302.7,1736,62.2,104,0.0492,3.0,202
DEF-01180,BMP-2 Sarath ICV,311.0,325.7,1288,40.1,33,0.17,3.57,149
DEF-01181,BMP-2 Sarath ICV,296.6,310.8,2152,44.3,116,0.1967,3.67,204
DEF-01182,T-90 Bhishma MBT,293.0,302.1,2385,22.2,167,0.0774,3.04,164
DEF-01183,T-90 Bhishma MBT,298.8,307.9,2441,35.9,155,0.0434,2.98,145
DEF-01184,Su-30MKI Fighter,307.0,315.5,1297,73.9,42,0.0698,2.86,202
DEF-01185,Su-30MKI Fighter,306.3,316.8,1598,47.9,158,0.1194,3.12,144
DEF-01186,BMP-2 Sarath ICV,309.2,318.3,1621,65.2,108,0.0659,2.93,149
DEF-01187,T-90 Bhishma MBT,311.1,319.8,1875,52.1,45,0.0415,2.93,195
DEF-01188,Su-30MKI Fighter,301.9,316.6,1481,47.0,234,1.2618,7.05,143
DEF-01189,K9 Vajra Howitzer,301.1,312.2,1264,78.9,172,0.8351,5.82,186
DEF-01190,T-90 Bhishma MBT,299.0,308.9,2862,31.5,31,0.184,3.62,146
DEF-01191,T-90 Bhishma MBT,306.4,319.3,2155,17.4,100,0.7349,5.55,206
DEF-01192,Su-30MKI Fighter,307.2,320.4,2841,63.8,122,0.0502,3.0,144
DEF-01193,Arjun Mk-II MBT,302.5,317.1,1969,85.8,99,0.041,3.01,168
DEF-01194,Su-30MKI Fighter,294.5,304.9,1271,82.9,33,1.0046,5.93,149
DEF-01195,BMP-2 Sarath ICV,310.2,323.3,1136,14.6,67,0.1784,3.54,204
DEF-01196,BMP-2 Sarath ICV,306.1,315.5,2743,40.9,73,0.1218,3.33,172
DEF-01197,BMP-2 Sarath ICV,310.4,322.1,1762,50.9,202,0.0343,3.07,145
DEF-01198,Su-30MKI Fighter,302.4,313.3,1321,71.9,172,0.0453,2.82,184
DEF-01199,BMP-2 Sarath ICV,311.9,323.3,1769,83.7,192,0.0547,2.8,187
DEF-01200,K9 Vajra Howitzer,308.8,319.0,2399,61.8,148,0.041,3.02,162
DEF-01201,K9 Vajra Howitzer,304.0,314.3,2886,25.6,241,0.1116,3.38,149
DEF-01202,K9 Vajra Howitzer,311.7,322.8,2463,15.9,152,0.7973,5.19,184
DEF-01203,K9 Vajra Howitzer,309.7,324.2,2579,34.7,76,0.047,2.95,140
DEF-01204,Su-30MKI Fighter,301.9,312.4,2851,72.5,68,0.1616,3.7,184
DEF-01205,Arjun Mk-II MBT,296.5,309.9,2274,84.6,230,0.0592,3.07,196
DEF-01206,Arjun Mk-II MBT,310.6,323.7,2198,44.7,139,0.1011,3.06,164
DEF-01207,K9 Vajra Howitzer,306.0,316.0,1680,19.5,62,0.207,3.67,159
DEF-01208,Arjun Mk-II MBT,293.6,307.8,2285,32.8,66,0.6593,4.87,178
DEF-01209,T-90 Bhishma MBT,310.9,322.8,1578,86.8,19,0.0773,2.86,180
DEF-01210,Arjun Mk-II MBT,294.2,308.7,2547,81.9,230,0.0726,3.43,196
DEF-01211,Su-30MKI Fighter,305.7,314.2,1397,46.2,16,0.0382,3.08,150
DEF-01212,Arjun Mk-II MBT,304.6,316.8,1685,81.3,42,0.0665,3.23,212
DEF-01213,BMP-2 Sarath ICV,306.3,314.5,2082,46.6,69,0.053,2.93,187
DEF-01214,Su-30MKI Fighter,310.4,324.1,1464,81.3,122,0.0659,3.01,185
DEF-01215,Su-30MKI Fighter,306.8,320.4,1159,51.0,14,0.0715,2.84,164
DEF-01216,Arjun Mk-II MBT,302.9,317.5,1998,24.1,86,0.0434,3.31,193
DEF-01217,Arjun Mk-II MBT,306.1,314.7,2607,58.3,115,0.5051,4.46,212
DEF-01218,K9 Vajra Howitzer,310.5,320.0,1172,76.3,177,0.824,5.5,167
DEF-01219,K9 Vajra Howitzer,311.4,323.9,1502,69.8,16,0.0431,2.9,154
DEF-01220,BMP-2 Sarath ICV,310.9,323.3,1132,70.3,177,1.4183,7.5,141
DEF-01221,Su-30MKI Fighter,309.3,321.1,2452,14.6,191,0.0696,3.24,163
DEF-01222,Su-30MKI Fighter,293.3,307.0,1895,59.5,153,0.9452,6.02,140
DEF-01223,Arjun Mk-II MBT,306.5,319.2,2845,72.9,239,0.0324,2.73,190
DEF-01224,T-90 Bhishma MBT,296.0,306.0,1352,22.1,228,0.0635,3.29,151
DEF-01225,T-90 Bhishma MBT,305.6,317.4,2174,87.7,143,0.032,2.94,218
DEF-01226,T-90 Bhishma MBT,311.9,320.8,1627,35.4,22,0.0553,2.83,151
DEF-01227,Su-30MKI Fighter,294.1,303.4,2372,58.0,107,0.035,2.75,210
DEF-01228,Su-30MKI Fighter,302.7,311.1,1192,68.7,239,0.0534,3.33,205
DEF-01229,BMP-2 Sarath ICV,310.7,322.8,2293,19.3,11,0.0313,3.3,209
DEF-01230,Arjun Mk-II MBT,304.0,317.5,1305,74.9,8,0.0737,3.29,210
DEF-01231,K9 Vajra Howitzer,301.7,309.9,1676,86.4,187,0.0681,3.13,179
DEF-01232,K9 Vajra Howitzer,310.3,321.5,2327,17.2,81,0.0718,3.1,208
DEF-01233,T-90 Bhishma MBT,301.0,310.6,1122,40.5,39,0.0766,3.16,150
DEF-01234,Arjun Mk-II MBT,293.3,307.1,1484,22.7,175,0.7407,5.48,180
DEF-01235,Su-30MKI Fighter,310.7,320.6,1536,85.8,9,0.0729,3.34,174
DEF-01236,T-90 Bhishma MBT,305.8,317.8,2613,22.1,38,0.0321,2.97,204
DEF-01237,Arjun Mk-II MBT,300.8,315.1,2863,49.6,154,0.0504,3.15,149
DEF-01238,Arjun Mk-II MBT,297.4,308.8,2482,42.1,77,0.7997,5.65,176
DEF-01239,K9 Vajra Howitzer,305.3,318.0,1926,76.4,24,0.067,3.16,158
DEF-01240,T-90 Bhishma MBT,298.3,310.8,1177,24.9,42,0.0438,2.9,188
DEF-01241,T-90 Bhishma MBT,300.6,311.8,2027,25.7,98,0.0319,3.15,151
DEF-01242,Arjun Mk-II MBT,294.9,303.5,1725,33.9,218,0.0344,2.76,196
DEF-01243,Arjun Mk-II MBT,293.7,303.0,1747,83.5,23,0.6041,4.58,150
DEF-01244,K9 Vajra Howitzer,293.6,302.7,1131,45.3,76,0.7943,5.59,203
DEF-01245,Su-30MKI Fighter,309.4,322.8,1567,33.7,84,1.2312,6.99,140
DEF-01246,K9 Vajra Howitzer,305.0,313.4,1857,68.5,98,0.0437,3.16,190
DEF-01247,BMP-2 Sarath ICV,301.9,311.9,2020,81.3,133,0.0636,2.92,192
DEF-01248,K9 Vajra Howitzer,302.1,314.7,1511,58.7,40,0.0662,3.02,148
DEF-01249,T-90 Bhishma MBT,302.0,312.9,2504,13.8,227,0.035,2.83,165
DEF-01250,Su-30MKI Fighter,299.7,310.6,1945,47.8,34,0.0619,2.89,196
DEF-01251,T-90 Bhishma MBT,295.6,303.6,2798,30.0,237,0.0308,2.91,152
DEF-01252,Arjun Mk-II MBT,296.2,310.5,1222,85.9,10,0.0688,2.88,179
DEF-01253,BMP-2 Sarath ICV,302.7,313.6,2590,82.8,194,0.2099,3.61,213
DEF-01254,Arjun Mk-II MBT,301.8,315.0,1376,61.8,140,0.0383,2.82,206
DEF-01255,Su-30MKI Fighter,311.0,320.4,2737,79.4,112,0.0509,3.17,182
DEF-01256,BMP-2 Sarath ICV,309.3,321.3,2719,32.1,194,0.177,3.44,144
DEF-01257,T-90 Bhishma MBT,311.8,325.4,2672,17.6,137,0.0651,3.11,189
DEF-01258,Arjun Mk-II MBT,304.1,315.9,2544,71.4,98,0.0472,2.88,164
DEF-01259,K9 Vajra Howitzer,297.4,311.2,1943,14.0,98,0.0744,3.33,156
DEF-01260,BMP-2 Sarath ICV,298.5,309.5,2257,77.2,178,0.0335,2.72,179
DEF-01261,T-90 Bhishma MBT,311.0,325.6,1215,72.7,176,0.0607,3.3,191
DEF-01262,BMP-2 Sarath ICV,302.7,311.2,1369,87.8,156,0.1868,3.59,211
DEF-01263,T-90 Bhishma MBT,297.5,310.8,1900,27.9,27,0.1923,3.6,180
DEF-01264,K9 Vajra Howitzer,298.7,313.1,1500,30.5,208,0.1941,3.81,176
DEF-01265,Su-30MKI Fighter,299.7,310.3,2369,49.9,141,0.0585,3.34,173
DEF-01266,Arjun Mk-II MBT,294.5,308.4,1712,73.4,19,0.0622,3.1,204
DEF-01267,K9 Vajra Howitzer,294.4,307.2,2239,80.3,34,0.04,3.06,207
DEF-01268,BMP-2 Sarath ICV,297.5,310.8,1472,76.0,3,0.5861,4.5,160
DEF-01269,Su-30MKI Fighter,294.2,306.2,2772,57.1,242,0.1833,3.31,175
DEF-01270,BMP-2 Sarath ICV,309.6,319.1,2485,49.2,118,0.0426,3.27,159
DEF-01271,K9 Vajra Howitzer,293.2,307.2,1659,18.7,192,0.6658,5.24,175
DEF-01272,T-90 Bhishma MBT,293.9,302.4,1845,48.7,154,0.0759,3.19,156
DEF-01273,Su-30MKI Fighter,299.6,310.5,1583,22.5,10,0.2255,3.4,203
DEF-01274,Su-30MKI Fighter,301.2,310.1,2192,54.3,169,0.0385,3.04,192
DEF-01275,Arjun Mk-II MBT,309.9,323.9,2325,25.4,241,0.0311,2.85,170
DEF-01276,T-90 Bhishma MBT,302.6,315.5,2626,38.1,108,0.2371,3.78,196
DEF-01277,K9 Vajra Howitzer,302.6,313.3,2031,20.2,242,0.0311,2.74,193
DEF-01278,Su-30MKI Fighter,298.1,306.3,2858,48.6,169,0.0365,2.87,177
DEF-01279,T-90 Bhishma MBT,299.0,313.7,1962,69.2,205,1.16,6.35,161
DEF-01280,T-90 Bhishma MBT,294.9,309.2,1161,58.4,82,0.0496,2.98,207
DEF-01281,T-90 Bhishma MBT,308.3,322.6,2591,13.1,152,0.044,3.14,210
DEF-01282,Su-30MKI Fighter,310.8,319.4,2807,49.1,193,0.0322,2.73,162
DEF-01283,Su-30MKI Fighter,308.2,323.2,1169,35.1,103,0.1842,3.38,143
DEF-01284,BMP-2 Sarath ICV,298.4,311.1,2356,55.8,50,0.0548,3.05,175
DEF-01285,Arjun Mk-II MBT,309.5,322.3,1836,24.6,2,0.1442,3.51,210
DEF-01286,T-90 Bhishma MBT,297.9,309.2,2010,67.9,181,0.063,3.02,204
DEF-01287,K9 Vajra Howitzer,304.4,314.4,2476,87.7,89,0.0497,3.28,186
DEF-01288,T-90 Bhishma MBT,307.5,322.1,1244,24.5,159,0.0751,3.37,184
DEF-01289,T-90 Bhishma MBT,308.4,319.3,2065,28.1,118,0.4766,4.16,212
DEF-01290,T-90 Bhishma MBT,310.8,324.4,1562,64.9,234,0.2141,3.36,187
DEF-01291,BMP-2 Sarath ICV,300.0,310.1,1354,15.4,95,0.0345,3.28,189
DEF-01292,Arjun Mk-II MBT,300.3,313.6,1468,85.5,25,0.0417,3.21,159
DEF-01293,K9 Vajra Howitzer,295.8,303.9,2588,75.4,21,0.2302,3.36,173
DEF-01294,Su-30MKI Fighter,307.6,322.3,1905,39.2,13,0.0303,2.78,218
DEF-01295,Su-30MKI Fighter,297.8,306.6,1273,45.5,107,0.0396,3.25,189
DEF-01296,BMP-2 Sarath ICV,299.4,312.4,1644,21.0,46,0.0648,2.96,144
DEF-01297,Su-30MKI Fighter,300.0,310.8,1405,87.2,42,0.0525,2.96,159
DEF-01298,T-90 Bhishma MBT,306.4,315.9,2122,36.3,1,0.0312,3.07,151
DEF-01299,Su-30MKI Fighter,301.2,309.6,2297,36.8,157,0.0314,2.96,173
DEF-01300,T-90 Bhishma MBT,298.3,309.6,2843,51.8,20,0.0742,3.07,199
DEF-01301,T-90 Bhishma MBT,295.1,307.1,2833,51.6,237,0.1637,3.17,182
DEF-01302,BMP-2 Sarath ICV,309.9,323.3,1620,87.0,35,0.0344,3.12,162
DEF-01303,BMP-2 Sarath ICV,293.1,302.0,1760,13.3,196,0.2389,3.46,194
DEF-01304,T-90 Bhishma MBT,306.7,321.6,2490,39.9,219,0.0407,3.02,182
DEF-01305,Su-30MKI Fighter,297.9,308.2,1242,69.7,210,0.0657,2.89,174
DEF-01306,Su-30MKI Fighter,296.5,309.9,1880,69.6,86,0.1232,3.07,141
DEF-01307,Su-30MKI Fighter,298.9,313.1,2460,74.1,137,0.0538,3.31,143
DEF-01308,Arjun Mk-II MBT,296.9,306.4,1774,50.4,168,0.3965,4.27,166
DEF-01309,BMP-2 Sarath ICV,309.2,323.4,2319,75.4,4,0.0408,3.03,161
DEF-01310,Su-30MKI Fighter,304.4,316.6,2512,75.1,174,0.1885,3.21,207
DEF-01311,Arjun Mk-II MBT,295.1,303.3,1951,22.9,185,0.0722,2.92,175
DEF-01312,BMP-2 Sarath ICV,295.1,304.9,2853,26.3,43,0.0629,3.33,154
DEF-01313,Arjun Mk-II MBT,294.4,307.2,2234,40.7,0,0.0436,2.92,156
DEF-01314,Su-30MKI Fighter,308.7,317.3,2131,74.8,35,0.075,3.31,157
DEF-01315,Su-30MKI Fighter,306.7,320.2,2683,65.8,60,0.0411,2.87,203
DEF-01316,Arjun Mk-II MBT,310.2,320.0,1770,23.8,211,0.217,3.6,187
DEF-01317,Su-30MKI Fighter,303.3,313.4,2841,45.8,211,0.0657,3.06,178
DEF-01318,K9 Vajra Howitzer,306.8,320.5,1721,56.6,139,0.1061,3.49,143
DEF-01319,BMP-2 Sarath ICV,295.5,304.9,2598,36.0,6,0.0649,3.37,171
DEF-01320,K9 Vajra Howitzer,293.4,301.6,2736,76.9,190,0.0748,3.22,200
DEF-01321,Su-30MKI Fighter,299.1,313.9,2110,34.0,166,0.0531,3.32,219
DEF-01322,BMP-2 Sarath ICV,299.9,308.4,1443,18.0,98,0.2219,3.65,176
DEF-01323,T-90 Bhishma MBT,300.6,309.6,2358,34.8,119,0.0625,3.16,157
DEF-01324,Arjun Mk-II MBT,309.6,318.1,2659,80.1,235,0.5253,4.73,149
DEF-01325,BMP-2 Sarath ICV,295.8,307.9,2063,71.9,77,0.2057,3.35,165
DEF-01326,K9 Vajra Howitzer,308.7,323.3,2470,21.5,16,0.0773,3.16,197
DEF-01327,BMP-2 Sarath ICV,296.6,309.2,2639,70.6,204,0.0478,2.79,194
DEF-01328,Arjun Mk-II MBT,307.3,318.0,2876,18.5,51,0.0308,3.07,157
DEF-01329,Arjun Mk-II MBT,311.7,320.1,1153,32.3,47,0.4427,4.44,142
DEF-01330,BMP-2 Sarath ICV,311.9,322.5,2148,68.0,204,0.0332,2.76,154
DEF-01331,T-90 Bhishma MBT,297.5,308.9,2743,21.5,53,0.0766,3.41,171
DEF-01332,K9 Vajra Howitzer,293.9,306.1,2269,36.4,204,0.7875,5.56,162
DEF-01333,K9 Vajra Howitzer,303.5,318.0,1362,78.5,62,0.1612,3.53,161
DEF-01334,BMP-2 Sarath ICV,308.7,320.6,1559,24.2,100,0.1804,3.77,152
DEF-01335,Su-30MKI Fighter,311.4,325.6,2050,53.7,211,0.0589,3.06,167
DEF-01336,BMP-2 Sarath ICV,301.3,309.9,2855,13.2,223,0.233,3.81,149
DEF-01337,T-90 Bhishma MBT,299.2,312.9,2852,19.9,30,0.0682,3.04,205
DEF-01338,K9 Vajra Howitzer,305.7,316.0,1505,51.9,222,0.0308,2.9,184
DEF-01339,Arjun Mk-II MBT,307.1,320.1,2304,30.1,201,0.2362,3.42,190
DEF-01340,Su-30MKI Fighter,310.2,320.2,1206,72.7,196,0.0502,2.83,181
DEF-01341,T-90 Bhishma MBT,296.5,310.6,2212,73.4,30,0.1061,3.46,201
DEF-01342,Su-30MKI Fighter,311.8,326.2,1752,53.3,34,0.0388,3.22,182
DEF-01343,T-90 Bhishma MBT,301.3,314.3,2816,61.4,203,0.1939,3.4,207
DEF-01344,K9 Vajra Howitzer,307.6,321.9,2799,71.7,180,1.1845,6.79,207
DEF-01345,BMP-2 Sarath ICV,296.4,306.7,1496,70.1,211,0.0412,2.92,177
DEF-01346,K9 Vajra Howitzer,297.4,310.8,2221,86.3,138,0.0347,3.11,164
DEF-01347,T-90 Bhishma MBT,303.8,312.7,2689,65.5,157,0.0683,3.37,175
DEF-01348,K9 Vajra Howitzer,305.8,320.7,1704,53.9,107,0.0769,3.16,212
DEF-01349,K9 Vajra Howitzer,301.0,314.9,2387,76.2,202,0.0561,3.15,217
DEF-01350,T-90 Bhishma MBT,309.3,323.8,1505,16.4,18,0.0328,3.05,200
DEF-01351,Su-30MKI Fighter,304.2,313.8,1360,42.7,68,0.0681,3.16,147
DEF-01352,BMP-2 Sarath ICV,295.6,310.0,2714,19.1,14,0.0315,3.11,181
DEF-01353,Arjun Mk-II MBT,304.7,319.0,1947,15.0,83,0.0534,3.03,218
DEF-01354,T-90 Bhishma MBT,309.4,320.0,1554,27.2,218,0.0395,3.22,182
DEF-01355,BMP-2 Sarath ICV,294.9,303.1,2315,79.0,0,0.038,3.16,157
DEF-01356,Arjun Mk-II MBT,307.9,317.7,1667,67.7,153,0.0514,3.25,151
DEF-01357,K9 Vajra Howitzer,308.2,321.0,2754,25.4,71,0.0332,2.76,179
DEF-01358,K9 Vajra Howitzer,306.3,315.2,1348,31.1,76,0.0355,3.14,154
DEF-01359,T-90 Bhishma MBT,307.1,321.6,2116,17.5,53,0.1962,3.77,198
DEF-01360,Arjun Mk-II MBT,310.2,323.0,2040,53.6,15,0.0665,3.14,198
