vehicle_id,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],ml_failure_prob,readiness_score,predicted_rul_days,status,ml_model_applied
ARMOR-T90-00943,306.0,307.8,2613,66.3,107,0.44,56,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00944,298.6,307.1,2717,18.2,139,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00945,304.1,312.3,1892,69.8,80,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00946,305.3,312.4,1756,57.6,170,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00947,307.7,305.5,2561,75.2,123,0.43,57,34,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00948,297.9,313.7,2434,42.7,115,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00949,299.7,316.9,2636,46.6,77,0.13,87,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00950,304.8,305.6,2228,57.6,78,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00951,299.9,310.5,1559,35.8,241,0.16,84,50,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00952,300.3,312.0,1621,57.2,122,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00953,298.4,305.3,1484,42.2,115,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00954,296.5,309.8,2277,35.2,78,0.08,92,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00955,297.4,305.3,2724,70.1,71,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00956,301.0,314.6,2454,45.0,117,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00957,298.4,317.9,1618,19.1,118,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00958,307.5,307.4,1642,53.6,219,0.28,72,43,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00959,306.2,307.1,2518,78.7,221,0.36,64,38,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00960,299.3,316.4,1809,24.8,75,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00961,299.5,305.1,2689,55.1,138,0.13,87,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00962,303.3,316.3,1932,37.4,3,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00963,297.8,305.3,1600,43.0,112,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00964,305.0,311.0,1567,69.0,87,0.47,53,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00965,300.1,311.3,2650,41.2,92,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00966,297.1,309.9,1694,70.5,56,0.63,37,22,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00967,300.0,316.1,2586,60.3,239,0.59,41,24,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00968,301.8,315.0,2384,73.9,128,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00969,303.1,313.4,2226,41.9,153,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00970,305.1,305.3,1924,52.5,196,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00971,298.1,314.2,1712,34.6,77,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00972,304.9,307.9,2304,69.3,92,0.42,58,34,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00973,306.4,315.1,2144,62.2,229,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00974,304.1,307.4,2469,34.3,222,0.33,67,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00975,305.7,314.4,2370,33.0,133,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00976,298.9,314.4,2449,52.2,44,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00977,307.1,313.1,2763,58.2,99,0.21,79,47,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00978,303.3,305.6,1910,51.9,91,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00979,301.3,305.1,2163,42.9,1,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00980,296.5,314.4,2776,73.1,139,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00981,306.3,308.5,1697,30.2,24,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00982,306.0,313.6,1416,27.7,83,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00983,306.3,316.7,2231,41.2,128,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00984,299.7,312.2,2350,36.3,83,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00985,300.3,311.2,2156,31.2,220,0.33,67,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00986,299.7,313.5,2280,63.4,111,0.35,65,39,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00987,304.4,309.2,2108,21.9,249,0.25,75,45,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00988,302.8,307.0,1727,47.0,204,0.16,84,50,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00989,306.6,311.1,2430,77.5,26,0.43,57,34,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00990,300.5,312.1,2192,27.2,24,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00991,306.4,314.5,1982,63.5,191,0.52,48,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00992,307.7,309.2,2302,84.6,69,0.42,58,34,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00993,299.2,316.9,2761,54.0,80,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00994,295.1,312.1,2146,49.7,9,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00995,307.5,308.6,1976,23.2,145,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00996,303.9,315.2,2111,31.7,43,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00997,298.2,310.8,2112,49.4,245,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00998,303.1,313.0,1999,20.1,174,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-00999,300.1,315.3,1291,40.5,40,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01000,308.0,314.3,1261,70.2,4,0.59,41,24,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01001,307.4,315.9,2354,69.7,48,0.42,58,34,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01002,298.7,314.8,1773,39.7,112,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01003,298.1,311.0,1570,15.5,148,0.19,81,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01004,302.5,316.3,1604,32.4,125,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01005,305.7,314.3,1902,76.3,114,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01006,295.8,313.9,2256,35.4,146,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01007,304.4,306.2,2009,33.1,158,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01008,297.4,306.8,1940,66.8,27,0.67,32,19,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01009,300.7,311.4,1919,15.3,86,0.22,78,46,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01010,302.1,311.5,1611,62.7,165,0.75,25,15,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01011,298.6,311.0,2711,59.5,149,0.47,53,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01012,297.6,307.8,1871,78.6,223,0.7,30,18,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01013,302.0,307.9,1691,31.0,66,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01014,302.3,315.1,1978,39.8,74,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01015,307.7,309.5,2127,36.6,94,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01016,305.6,314.9,1421,29.4,219,0.18,82,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01017,296.7,310.9,2356,69.8,127,0.53,47,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01018,298.8,314.5,1646,49.4,127,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01019,295.6,312.3,1313,84.9,95,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01020,301.6,312.7,1331,31.6,200,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01021,295.3,310.0,2328,63.3,88,0.41,59,35,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01022,307.5,317.9,2125,34.3,135,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01023,307.2,316.7,1701,43.8,55,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01024,304.8,307.6,1697,71.8,16,0.45,55,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01025,305.3,315.7,2230,25.7,157,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01026,303.5,315.3,1397,76.6,37,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01027,302.2,308.6,1900,73.0,39,0.65,35,21,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01028,295.5,309.9,1372,47.1,197,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01029,302.9,310.4,2337,29.9,45,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01030,299.7,307.6,1662,21.2,194,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01031,298.7,306.9,2230,51.1,104,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01032,301.5,313.3,1923,66.0,57,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01033,300.6,310.6,1637,28.9,170,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01034,297.7,310.7,2618,81.6,42,0.59,41,24,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01035,300.5,313.0,1546,63.5,54,0.4,60,36,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01036,300.6,314.8,1530,51.3,7,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01037,305.8,317.5,1785,70.1,37,0.41,59,35,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01038,300.8,314.1,1947,27.8,102,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01039,296.7,316.9,1607,62.5,90,0.41,59,35,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01040,298.6,312.5,1447,44.7,26,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01041,301.5,312.8,1666,39.8,71,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01042,304.9,309.3,2131,80.7,63,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01043,298.6,313.3,2094,32.0,41,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01044,300.6,316.5,2678,51.4,144,0.11,89,53,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01045,299.0,313.2,1231,67.7,22,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01046,305.4,315.0,1234,74.5,165,0.81,18,11,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01047,300.0,309.5,1823,36.4,154,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01048,301.2,317.8,1497,80.1,219,0.64,36,21,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01049,306.8,315.7,2353,61.8,219,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01050,299.0,314.7,2386,74.9,6,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01051,297.6,314.7,1652,79.7,13,0.57,43,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01052,306.8,315.1,2096,81.9,233,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01053,300.4,309.6,1313,41.4,37,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01054,300.6,308.6,1818,77.5,161,0.81,18,11,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01055,304.1,307.1,1895,49.8,158,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01056,298.4,306.5,2352,38.9,199,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01057,304.8,312.8,2530,39.3,119,0.22,78,46,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01058,308.0,306.2,1689,36.7,103,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01059,299.9,307.0,1236,31.1,172,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01060,304.2,315.4,1574,40.8,236,0.17,83,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01061,295.7,312.6,1231,30.9,100,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01062,295.3,312.2,1553,35.6,152,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01063,302.1,306.6,1221,25.7,205,0.33,67,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01064,307.1,314.3,1465,67.3,79,0.43,57,34,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01065,298.1,310.4,2266,18.1,102,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01066,303.8,306.2,1669,22.7,208,0.16,84,50,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01067,301.2,317.8,2664,39.3,87,0.17,83,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01068,295.6,309.8,1257,21.3,165,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01069,297.4,312.5,1859,58.9,11,0.26,74,44,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01070,299.1,316.7,2398,59.4,182,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01071,305.8,310.2,2384,26.1,200,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01072,297.3,316.1,2320,25.5,143,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01073,307.5,317.8,2598,76.8,208,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01074,295.6,315.1,1805,56.5,195,0.13,87,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01075,297.5,314.3,1344,30.4,195,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01076,304.8,310.5,2360,45.1,155,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01077,295.2,313.2,2710,27.4,100,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01078,303.3,310.5,2714,38.5,13,0.24,76,45,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01079,299.7,313.4,2054,20.7,33,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01080,297.1,307.7,2113,28.9,163,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01081,303.6,316.8,2748,51.4,191,0.19,81,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01082,305.8,308.6,2174,73.0,190,0.59,41,24,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01083,295.3,316.4,1221,38.8,108,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01084,305.6,312.9,1579,29.8,67,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01085,296.3,306.0,1414,49.6,218,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01086,301.4,307.3,2143,78.6,71,0.59,41,24,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01087,307.6,308.4,1569,70.9,34,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01088,295.4,308.3,1725,64.6,177,0.64,36,21,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01089,305.5,309.4,2725,44.6,138,0.21,79,47,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01090,298.1,315.0,1797,65.4,221,0.6,40,24,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01091,296.7,306.1,2204,63.6,168,0.65,35,21,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01092,302.6,309.6,2214,43.2,206,0.21,79,47,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01093,300.1,309.4,2372,79.6,241,0.62,38,22,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01094,297.0,312.8,2631,52.3,199,0.11,89,53,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01095,296.3,317.9,2004,17.4,21,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01096,305.7,316.5,2277,17.2,57,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01097,297.0,307.1,2005,50.9,99,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01098,302.7,316.8,2592,57.4,134,0.26,74,44,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01099,297.0,310.1,1753,65.1,17,0.62,38,22,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01100,307.9,316.0,1474,50.7,139,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01101,303.7,310.6,2514,17.5,58,0.22,78,46,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01102,306.7,313.6,1257,76.6,222,0.9,12,5,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01103,304.4,315.3,1368,43.9,94,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01104,295.0,315.3,2465,17.3,205,0.33,67,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01105,298.8,309.9,2045,44.4,2,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01106,302.4,315.9,2253,79.1,23,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01107,306.1,312.6,2660,16.0,135,0.26,74,44,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01108,300.8,305.2,2335,19.7,149,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01109,306.5,317.9,2137,33.5,222,0.22,78,46,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01110,296.6,313.1,1514,76.3,138,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01111,305.5,311.2,1965,29.4,214,0.18,82,49,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01112,295.3,307.7,2613,19.2,180,0.13,87,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01113,307.6,309.6,2212,80.9,40,0.46,54,32,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01114,306.4,316.5,1511,62.2,1,0.33,67,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01115,299.7,308.5,2361,38.0,86,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01116,307.5,314.1,1786,37.0,230,0.29,71,42,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01117,301.5,315.4,2726,52.9,222,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01118,296.6,306.0,1226,45.1,22,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01119,298.4,307.6,1601,19.0,189,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01120,306.8,305.0,1456,36.8,207,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01121,304.2,305.4,2654,44.5,74,0.21,79,47,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01122,295.6,309.7,2415,61.0,129,0.33,67,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01123,303.3,313.0,1221,49.0,109,0.08,92,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01124,296.7,310.5,1368,42.7,132,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01125,303.7,307.6,2078,19.2,174,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01126,295.1,309.1,1527,81.7,46,0.53,47,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01127,302.2,306.8,1948,65.1,205,0.38,62,37,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01128,295.5,305.5,1808,38.4,192,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01129,306.1,312.1,2666,83.2,90,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01130,304.3,308.0,2353,49.2,24,0.08,92,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01131,304.2,306.5,1738,76.6,163,0.57,43,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01132,302.6,309.6,1923,53.9,53,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01133,296.7,308.7,1576,79.4,35,0.71,29,17,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01134,307.2,313.6,1449,32.9,183,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01135,301.2,314.1,2063,49.4,193,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01136,304.8,315.4,1366,22.6,156,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01137,302.4,308.1,1580,44.7,8,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01138,306.7,313.8,1941,28.2,100,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01139,307.6,308.4,1889,16.8,167,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01140,306.9,305.5,2151,33.9,202,0.11,89,53,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01141,303.3,308.0,1308,34.2,189,0.33,67,40,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01142,305.3,315.7,2638,44.2,181,0.2,80,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01143,301.8,316.1,2067,59.5,228,0.6,40,24,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01144,305.1,317.3,1897,16.9,109,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01145,300.3,316.6,2193,84.0,36,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01146,302.3,308.6,1783,22.1,58,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01147,305.5,316.0,2309,39.2,184,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01148,306.5,308.6,1571,80.0,68,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01149,297.1,312.0,2531,32.0,205,0.36,64,38,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01150,299.6,307.0,2746,38.3,29,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01151,295.2,306.9,1920,69.0,101,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01152,306.9,316.8,2744,34.8,71,0.2,80,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01153,307.7,309.7,1567,56.1,231,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01154,298.6,308.6,2610,62.9,65,0.65,35,21,critical,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01155,298.5,316.6,2146,58.0,70,0.11,89,53,ready,AI4I 2020 Predictive Maintenance (UCI ML)
ARMOR-T90-01156,295.2,314.5,2248,36.0,140,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
