asset_id,platform_name,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],vibration_g_rms,hydraulic_pressure_psi,ml_failure_prob,readiness_score,predicted_rul_days,status,ml_model_applied
IND-ARMY-0452,NAMICA ATGM,300.3,306.7,1913,44.4,18,0.0443,187,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1714,K9 Vajra 155mm,304.5,316.8,2093,62.0,142,0.19,176,0.43,57,34,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1569,Arjun Mk-II MBT,302.8,315.8,2306,54.5,154,0.1865,162,0.08,92,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1796,Arjun Mk-II MBT,311.4,322.9,2484,88.5,210,1.0464,136,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0619,T-90 Bhishma,299.9,306.7,2327,47.3,33,0.0541,186,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1100,NAMICA ATGM,301.0,309.7,1477,25.8,108,0.0441,211,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0469,NAMICA ATGM,299.5,308.8,2119,39.1,72,0.0448,204,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0921,Arjun Mk-II MBT,300.5,307.9,1444,31.1,96,0.0454,199,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1920,NAMICA ATGM,313.6,319.2,1790,78.7,227,1.5618,154,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1234,T-90 Bhishma,299.6,308.9,2343,45.2,46,0.077,207,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1431,Arjun Mk-II MBT,303.2,316.7,1658,62.0,152,0.1798,169,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1780,T-90 Bhishma,309.8,323.7,2039,86.6,215,1.5331,137,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0858,K9 Vajra 155mm,299.6,310.5,1426,19.2,70,0.0561,197,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0908,T-90 Bhishma,296.5,308.1,2509,23.2,33,0.0492,205,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1068,BMP-2 Sarath,297.3,308.1,2509,29.8,41,0.0775,197,0.08,92,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1787,T-90 Bhishma,313.8,319.6,2006,85.9,237,0.8275,136,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1176,NAMICA ATGM,300.5,308.4,1434,18.6,54,0.0602,193,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1509,BMP-2 Sarath,303.1,313.9,1395,64.7,123,0.185,162,0.61,39,23,critical,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0039,NAMICA ATGM,300.5,309.4,1381,36.8,34,0.0472,199,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1871,K9 Vajra 155mm,309.3,321.8,1983,91.7,243,1.4466,156,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1020,T-90 Bhishma,296.8,308.4,2477,45.4,97,0.0419,198,0.07,93,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0484,NAMICA ATGM,300.9,309.6,1392,24.0,94,0.0578,209,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1434,NAMICA ATGM,305.2,315.7,2135,52.1,178,0.171,168,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0205,BMP-2 Sarath,297.4,310.9,2391,35.3,94,0.0502,210,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0914,Arjun Mk-II MBT,300.3,309.5,1968,35.1,89,0.0494,189,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0212,K9 Vajra 155mm,297.1,310.6,1935,32.7,37,0.056,185,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1367,BMP-2 Sarath,297.5,310.4,1858,38.5,13,0.0538,212,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0812,T-90 Bhishma,297.7,306.6,2485,23.2,99,0.0495,205,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0537,NAMICA ATGM,298.8,307.4,1647,21.0,60,0.0488,197,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0487,NAMICA ATGM,300.2,308.9,2415,24.0,38,0.048,201,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0796,T-90 Bhishma,300.2,309.6,2383,30.4,92,0.0449,193,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0609,Arjun Mk-II MBT,299.8,307.1,1301,31.6,85,0.0508,214,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1309,BMP-2 Sarath,297.4,308.7,1805,33.3,67,0.0537,207,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1813,NAMICA ATGM,310.4,322.7,2167,74.3,206,1.1,157,0.44,56,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1060,BMP-2 Sarath,299.2,308.8,1544,40.7,38,0.053,195,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0088,K9 Vajra 155mm,300.0,310.9,2229,38.2,87,0.0608,192,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1297,K9 Vajra 155mm,298.5,306.4,1422,29.9,25,0.0708,198,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0290,NAMICA ATGM,297.7,310.8,1972,37.1,84,0.064,194,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0952,K9 Vajra 155mm,297.3,308.2,2368,46.9,31,0.0765,196,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0750,Arjun Mk-II MBT,300.7,307.2,2131,27.3,77,0.0469,191,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0865,T-90 Bhishma,300.6,307.7,1702,28.8,56,0.0683,202,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0307,T-90 Bhishma,299.6,306.8,2270,34.9,31,0.0468,189,0.08,92,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0801,BMP-2 Sarath,299.5,308.0,1686,35.1,48,0.0496,208,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0647,NAMICA ATGM,298.5,307.0,2404,28.5,98,0.0514,199,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1064,K9 Vajra 155mm,300.9,310.4,2152,42.9,53,0.064,185,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1325,Arjun Mk-II MBT,299.2,309.2,1584,41.6,49,0.0629,201,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1673,T-90 Bhishma,304.5,314.8,2478,66.8,126,0.2134,162,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1940,K9 Vajra 155mm,311.5,320.6,2461,73.1,226,1.0204,158,0.53,47,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1489,T-90 Bhishma,302.4,315.7,2276,58.9,181,0.1204,177,0.49,51,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1710,NAMICA ATGM,302.6,316.5,2046,62.3,121,0.2131,166,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0454,NAMICA ATGM,300.4,308.8,1891,25.6,44,0.0451,193,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1084,K9 Vajra 155mm,300.9,310.9,1431,47.5,55,0.0624,204,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0589,BMP-2 Sarath,299.0,309.0,2542,24.3,13,0.075,198,0.11,89,53,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1225,Arjun Mk-II MBT,299.7,309.9,1728,36.5,71,0.0792,208,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1851,NAMICA ATGM,311.2,318.8,2519,86.4,243,1.38,144,0.53,47,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0753,Arjun Mk-II MBT,297.4,309.3,2554,20.3,79,0.0536,188,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1835,T-90 Bhishma,311.6,322.1,1958,84.5,215,1.4126,142,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0849,Arjun Mk-II MBT,297.9,310.1,1857,41.0,23,0.0624,195,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0715,K9 Vajra 155mm,296.6,307.7,2139,41.0,19,0.0518,189,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0734,K9 Vajra 155mm,300.4,309.7,2525,21.6,24,0.076,210,0.1,90,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1555,NAMICA ATGM,305.6,313.8,1571,55.6,132,0.1587,166,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1628,T-90 Bhishma,304.3,315.9,1980,51.5,123,0.1523,165,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1248,BMP-2 Sarath,297.8,306.4,1376,39.9,53,0.058,213,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1313,T-90 Bhishma,300.4,306.1,1539,30.3,93,0.0697,212,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1924,NAMICA ATGM,311.2,323.0,1487,85.4,210,1.3291,145,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1507,K9 Vajra 155mm,302.8,312.7,2260,63.8,147,0.186,167,0.59,41,24,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0811,Arjun Mk-II MBT,296.3,306.6,1327,22.0,95,0.0514,200,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1913,NAMICA ATGM,308.2,321.4,2269,71.1,193,0.744,145,0.53,47,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1304,NAMICA ATGM,299.9,307.1,1945,44.0,74,0.0449,209,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0338,Arjun Mk-II MBT,297.1,308.4,1736,19.7,22,0.0796,190,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0719,T-90 Bhishma,298.3,307.2,1716,42.6,104,0.0459,203,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0959,BMP-2 Sarath,299.7,308.5,2308,36.5,96,0.0619,206,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0355,NAMICA ATGM,296.8,308.6,1672,27.7,108,0.0402,207,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1853,BMP-2 Sarath,310.0,320.2,2209,91.6,204,1.23,153,0.47,53,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0445,NAMICA ATGM,300.9,307.2,2563,41.9,20,0.0695,187,0.15,85,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0875,K9 Vajra 155mm,297.2,306.1,1923,28.0,103,0.0577,204,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0614,K9 Vajra 155mm,296.2,306.0,2271,31.4,70,0.0484,190,0.13,87,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1524,BMP-2 Sarath,306.4,314.7,1915,63.3,168,0.1739,172,0.44,56,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0220,K9 Vajra 155mm,300.1,306.1,2557,45.0,100,0.0743,203,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1086,K9 Vajra 155mm,296.9,306.3,1680,20.3,88,0.0586,207,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1971,K9 Vajra 155mm,309.5,321.2,1473,87.6,211,1.478,149,0.55,44,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-2000,T-90 Bhishma,313.4,320.2,1966,91.1,217,1.2246,138,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0937,K9 Vajra 155mm,300.1,307.4,1460,26.7,71,0.0687,206,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0758,BMP-2 Sarath,299.7,310.7,1765,30.0,58,0.0535,212,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0827,Arjun Mk-II MBT,296.6,309.3,2006,30.7,11,0.0761,206,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0391,K9 Vajra 155mm,299.6,310.8,2336,31.7,31,0.0575,209,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0685,NAMICA ATGM,298.9,309.1,1838,18.9,103,0.0691,203,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1914,T-90 Bhishma,310.5,321.6,2018,88.8,228,1.5399,140,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1566,NAMICA ATGM,306.8,315.0,1670,50.1,165,0.1755,169,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1122,NAMICA ATGM,296.4,307.8,1962,34.9,102,0.0479,213,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1353,T-90 Bhishma,300.3,310.4,2493,18.2,45,0.0779,206,0.08,92,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1120,K9 Vajra 155mm,300.4,308.0,1696,34.8,33,0.0684,205,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1358,K9 Vajra 155mm,297.5,309.6,2436,26.9,66,0.0536,200,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1807,T-90 Bhishma,308.5,322.2,1669,78.8,222,0.4955,158,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0501,Arjun Mk-II MBT,299.7,307.2,1315,39.6,41,0.0683,211,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0855,Arjun Mk-II MBT,298.9,306.9,2402,34.7,58,0.0621,189,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1595,BMP-2 Sarath,305.8,313.7,1922,54.9,177,0.1998,173,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0902,Arjun Mk-II MBT,297.2,306.8,2571,25.0,54,0.0406,189,0.14,86,51,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1878,K9 Vajra 155mm,313.7,320.5,1586,79.6,215,1.3976,143,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1687,Arjun Mk-II MBT,304.3,316.5,1374,61.4,142,0.1504,171,0.2,80,48,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1857,K9 Vajra 155mm,308.3,318.1,1484,74.3,233,1.2407,144,0.62,38,22,critical,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0868,NAMICA ATGM,297.0,308.1,2109,31.7,84,0.0454,202,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1261,T-90 Bhishma,298.6,309.7,2411,38.8,35,0.0696,185,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1181,BMP-2 Sarath,298.2,308.4,2043,24.9,52,0.0644,205,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1815,T-90 Bhishma,313.5,320.1,2293,74.5,214,1.0994,152,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1051,NAMICA ATGM,300.0,306.3,2475,19.7,80,0.0689,210,0.09,91,54,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1061,K9 Vajra 155mm,300.5,307.0,2232,32.2,92,0.0488,207,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1728,NAMICA ATGM,305.6,313.7,1431,53.9,162,0.1205,160,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0755,K9 Vajra 155mm,299.3,308.3,1855,22.0,27,0.0751,198,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1690,K9 Vajra 155mm,306.2,313.0,1724,64.4,173,0.155,163,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1416,K9 Vajra 155mm,304.1,316.1,1667,50.6,142,0.1947,175,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1794,BMP-2 Sarath,312.4,319.0,2096,80.0,231,1.0775,150,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0795,NAMICA ATGM,300.4,306.2,2068,38.9,12,0.072,207,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1556,T-90 Bhishma,305.2,316.0,1829,66.9,179,0.1269,179,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1933,BMP-2 Sarath,313.5,322.3,1899,81.7,218,0.635,139,0.51,49,29,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1108,NAMICA ATGM,299.5,306.4,2077,39.7,60,0.0506,194,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1129,BMP-2 Sarath,299.8,306.3,2177,29.2,51,0.0483,194,0.05,95,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0969,NAMICA ATGM,299.6,306.6,2239,40.0,26,0.0403,190,0.04,96,57,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0216,NAMICA ATGM,298.7,310.7,1504,40.9,79,0.0735,209,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1681,T-90 Bhishma,304.9,313.8,2346,62.7,148,0.1455,175,0.44,56,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0070,BMP-2 Sarath,296.8,307.7,2340,45.3,53,0.0648,194,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1602,NAMICA ATGM,303.5,313.8,1587,67.9,127,0.2141,183,0.5,50,30,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1362,NAMICA ATGM,300.6,310.7,2111,18.8,43,0.0686,204,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0176,NAMICA ATGM,299.3,310.6,1474,21.1,19,0.0568,209,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1976,T-90 Bhishma,312.6,321.0,2201,89.9,242,0.7556,146,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0988,K9 Vajra 155mm,299.0,310.7,2183,42.2,96,0.0493,209,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1339,K9 Vajra 155mm,297.0,308.7,1695,44.1,74,0.0433,210,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0779,NAMICA ATGM,296.3,310.1,2263,18.9,27,0.0456,200,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0557,BMP-2 Sarath,298.6,310.2,1371,42.9,43,0.0677,186,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0660,T-90 Bhishma,297.9,307.4,2331,38.8,95,0.0692,186,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0618,NAMICA ATGM,301.0,307.2,2252,21.5,19,0.0415,200,0.03,97,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0766,K9 Vajra 155mm,297.7,310.3,1307,45.5,94,0.0799,200,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1846,NAMICA ATGM,312.7,318.9,1498,87.1,211,0.6919,158,0.52,48,28,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0513,T-90 Bhishma,298.7,309.6,2007,32.5,108,0.0685,189,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0946,Arjun Mk-II MBT,299.5,311.0,1517,46.7,102,0.055,190,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0045,Arjun Mk-II MBT,298.2,309.7,2028,28.9,59,0.0574,193,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0954,BMP-2 Sarath,300.0,307.9,1691,38.0,65,0.0741,191,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0211,K9 Vajra 155mm,297.1,307.3,1390,27.4,29,0.049,199,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0397,T-90 Bhishma,297.1,307.4,1975,25.0,26,0.0483,203,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1572,T-90 Bhishma,304.2,313.5,2431,59.2,168,0.1795,162,0.45,55,33,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0897,NAMICA ATGM,296.4,310.6,1618,23.2,36,0.0473,187,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1676,Arjun Mk-II MBT,302.5,315.5,1571,53.3,151,0.153,175,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1243,T-90 Bhishma,299.3,310.5,1847,40.9,97,0.058,186,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1820,Arjun Mk-II MBT,308.8,320.6,1487,83.9,226,1.1234,147,0.57,43,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1987,BMP-2 Sarath,309.2,320.1,2358,78.5,235,0.7544,147,0.56,43,26,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1293,BMP-2 Sarath,296.1,309.7,1771,25.8,89,0.0723,188,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0240,BMP-2 Sarath,296.7,310.3,2139,25.2,84,0.0439,191,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1630,NAMICA ATGM,303.7,313.2,2286,52.0,184,0.1232,162,0.08,92,55,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1005,T-90 Bhishma,297.7,310.6,2379,43.0,83,0.0732,193,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1379,K9 Vajra 155mm,299.9,309.1,1632,39.1,52,0.0634,212,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0920,NAMICA ATGM,299.9,309.9,1598,41.0,14,0.0692,204,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1429,T-90 Bhishma,303.8,316.4,1992,54.6,137,0.1926,174,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1396,Arjun Mk-II MBT,299.6,306.5,2121,43.0,15,0.0615,189,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1428,NAMICA ATGM,304.8,312.5,2462,50.2,173,0.186,160,0.13,87,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1984,Arjun Mk-II MBT,312.3,319.9,2180,74.4,208,0.5311,158,0.48,52,31,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1769,NAMICA ATGM,311.1,319.3,2091,73.1,194,0.9471,143,0.54,46,27,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1246,T-90 Bhishma,297.2,307.4,1747,23.0,82,0.0514,189,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1804,Arjun Mk-II MBT,308.5,318.4,1775,74.9,233,1.3417,152,0.57,43,25,watch,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1563,NAMICA ATGM,302.7,312.0,1338,54.9,147,0.1256,170,0.65,35,21,critical,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1374,T-90 Bhishma,300.9,308.6,2434,38.8,76,0.0608,211,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1194,BMP-2 Sarath,297.3,307.0,1905,46.9,52,0.0465,193,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1443,K9 Vajra 155mm,303.4,314.8,2008,54.6,148,0.2153,183,0.01,99,59,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1058,T-90 Bhishma,298.6,309.1,1775,44.9,52,0.0448,186,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0532,NAMICA ATGM,297.7,310.7,2051,35.2,98,0.0416,196,0.02,98,58,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1027,T-90 Bhishma,296.6,308.4,1589,21.1,39,0.0772,210,0.0,99,60,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0941,K9 Vajra 155mm,296.2,306.9,2228,28.2,33,0.0576,204,0.06,94,56,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0539,T-90 Bhishma,300.8,310.8,2485,45.4,88,0.0592,205,0.12,88,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-1633,K9 Vajra 155mm,303.8,312.5,1744,58.0,184,0.2047,168,0.28,72,43,ready,AI4I 2020 Predictive Maintenance (UCI ML)
IND-ARMY-0463,K9 Vajra 155mm,298.6,307.7,2583,45.4,70,0.049,209,0.12,88,52,ready,AI4I 2020 Predictive Maintenance (UCI ML)
